"ECE_Id","Org_Name","Telephone","Fax","Email","Add1_Line1","Add1_Suburb","Add1_City","Org_Type","Definition","Authority","20_Hrs_ECE","Equity_Index","Territorial_Authority","Regional_Council","Education_Region","General_Electorate","Māori_Electorate","Area_Unit","Ward","Contact1_Name","Add2_Line1","Add2_Suburb","Add2_City","Management_Telephone","Management_Fax","Col_Id","Col_Name","Latitude","Longitude","All_Children","Under_2s","Age_0","Age_1","Age_2","Age_3","Age_4","Age_5","Roll_Date","Total","European","Māori","Pacific","Asian","Other"
"5419",Kidsfirst Kindergartens Ilam,"03 351 7189","03 351 6189",questions@kidsfirst.org.nz,"6 Ryeland Ave",Ilam,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Jellie Park,Fendalton Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99027",Waimairi-iri Community of Learning,-43.513499000,"172.578546000","40","0","0","0","14","15","11","1","2020-07-01 00:00:00.0000000","41","17","3","0","18","3"
"5422",Kidsfirst Kindergartens Hei Hei,"03 349 6265","03 349 6265",questions@kidsfirst.org.nz,"10 Wycola Avenue",Hei Hei,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Hornby North,Hornby Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99045",Uru Mānuka Kāhui Ako,-43.535969000,"172.521915000","39","0","0","0","6","12","10","1","2020-07-01 00:00:00.0000000","29","9","3","0","8","0"
"5424",Kidsfirst Kindergartens Hokitika,"027 258 9626","03 755 6785",hokitika@kidsfirst.org.nz,"77 Hall Street","",Hokitika,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Westland District,West Coast Region,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Hokitika Urban,Hokitika Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-42.718053000,"170.969240000","40","0","0","0","5","16","21","0","2020-07-01 00:00:00.0000000","42","27","11","0","3","0"
"5426",Kidsfirst Kindergartens Isleworth Road,"03 359 9621","03 359 7779",questions@kidsfirst.org.nz,"6 Isleworth Road",Bishopdale,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Bishopdale,Harewood Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99027",Waimairi-iri Community of Learning,-43.491766000,"172.583988000","40","0","0","0","3","11","15","2","2020-07-01 00:00:00.0000000","31","22","3","0","4","1"
"5429",Kidsfirst Kindergartens Kendal Avenue,"03 358 8632","03 358 8736",questions@kidsfirst.org.nz,"55 Kendal Avenue",Burnside,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Burnside,Waimairi Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99027",Waimairi-iri Community of Learning,-43.498016000,"172.573864000","30","0","0","0","7","10","11","0","2020-07-01 00:00:00.0000000","28","14","6","0","6","2"
"5557",Albany Kindergarten,"09 415 9517","09 479 7461",albany@naka.co.nz,"4 Bass Road",Albany,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Upper Harbour,Auckland Region,Auckland,East Coast Bays,Te Tai Tokerau,North Harbour West,Albany Ward,Abraham Kukler,P O Box 35223,Browns Bay,North Shore City 0753,"09-4795869","09-4797461","","",-36.736806000,"174.690970000","40","0","0","0","0","23","21","3","2020-07-01 00:00:00.0000000","47","17","2","0","23","4"
"5569",Papamoa Free Kindergarten,"07 542 1865","07 542 1865",papamoa@ikindergartens.nz,"27 Doncaster Drive",Papamoa,Tauranga,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Doncaster,Mount Maunganui-Papamoa Ward,Peter Monteith,P O Box 951,Tauranga,Tauranga 3140,"07-578 0552","07-5776462","","",-37.706504000,"176.287922000","40","0","0","0","1","14","21","3","2020-07-01 00:00:00.0000000","39","20","12","0","4","1"
"5622",Aorere Kindergarten,"09 279 4269","09 279 4287",aorere@aka.org.nz,"43 Chantelle Place",Papatoetoe,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Kohuora,Manukau Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,"09-3766524","","99102",West Papatoetoe Community of Learning,-36.984733000,"174.838228000","40","0","0","0","8","8","15","1","2020-07-01 00:00:00.0000000","32","1","14","0","9","0"
"31009",Puahue Playcentre,"07 929 2123","",emilee.csc@playcentre.org.nz,Puahue Road,"",Te Awamutu,Playcentre,Not Applicable,Community based,Yes,EQI 5+,Waipa District,Waikato Region,Waikato,Taranaki-King Country,Hauraki-Waikato,Rotoorangi,Kakepuku Ward,Emilee-Jean Middleton-Wood,P O Box 83,"",Rawene 0473,"07-9292123","","","",-38.037519000,"175.409071000","25","15","0","0","1","3","3","0","2020-07-01 00:00:00.0000000","7","7","0","0","0","0"
"5152",Miropiko Kindergarten,"07 855 6773","07 855 8273","","309 River Road",Claudelands,Hamilton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Claudelands,East Ward,Maree Stewart,P O Box 4311,"",Hamilton 3247,"07-8564649","07-8568280","","",-37.778842000,"175.281909000","40","0","0","0","10","23","19","2","2020-07-01 00:00:00.0000000","54","29","9","0","12","0"
"5163",Central Kids Kindergartens - Apanui,"07 308 5046","",apanui@centralkids.org.nz,"41A Apanui Avenue","",Whakatane,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Whakatane District,Bay of Plenty Region,Bay of Plenty/Waiariki,East Coast,Waiariki,Whakatane North,Whakatane-Ohope Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99016",Whakatane Community of Learning,-37.956751000,"176.987427000","40","0","0","0","4","18","27","4","2020-07-01 00:00:00.0000000","53","39","10","0","4","0"
"5172",Central Kids Kindergartens - Fordlands,"07 348 6259","",fordlands@centralkids.org.nz,"21 Bellingham Crescent",Fordlands,Rotorua,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Fordlands,Area Outside Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99107",Te Maru o Ngongotaha (Rotorua) Community of Learning,-38.145138000,"176.226109000","40","0","0","0","9","10","6","0","2020-07-01 00:00:00.0000000","25","3","18","0","0","0"
"5437",Kidsfirst Kindergartens Mathers Road,"03 338 4035","03 338 4045",questions@kidsfirst.org.nz,"109 Mathers Road",Hoon Hay,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Hillmorton,Spreydon Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.563519000,"172.590792000","40","0","0","0","6","14","11","1","2020-07-01 00:00:00.0000000","32","19","4","0","5","0"
"5438",Kidsfirst Kindergartens The Bays,"03 384 1065","03 384 1032",questions@kidsfirst.org.nz,"1 McCormacks Road",Mt Pleasant,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Banks Peninsula,Te Tai Tonga,Mt Pleasant,Heathcote Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99196",Aupaki Kāhui Ako,-43.556031000,"172.720632000","40","0","0","0","8","16","19","1","2020-07-01 00:00:00.0000000","44","30","7","0","6","1"
"5439",Kidsfirst Kindergartens Ngaire Larcombe,"03 388 1406","03 388 1429",questions@kidsfirst.org.nz,"320 Wainoni Road",Wainoni,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Aranui,Burwood Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.504649000,"172.705644000","30","0","0","0","3","8","7","0","2020-07-01 00:00:00.0000000","18","7","6","0","3","0"
"5442",Kidsfirst Kindergartens Nuffield,"03 388 8694","03 388 8694",questions@kidsfirst.org.nz,"171 Seaview Road",New Brighton,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,New Brighton,Coastal Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.509116000,"172.722790000","30","0","0","0","5","12","15","2","2020-07-01 00:00:00.0000000","34","23","9","0","2","0"
"5447",Kidsfirst Kindergarten Portsmouth Street,"03 388 5347","03 388 5395",questions@kidsfirst.org.nz,"36 Portsmouth Street",Wainoni,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Aranui,Burwood Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.510306000,"172.700948000","30","0","0","0","3","12","15","3","2020-07-01 00:00:00.0000000","33","12","16","0","1","0"
"5194",Central Kids Kindergartens - Paraōnui ,"07 885 1016","07 886 7528",d.clarke@centralkids.org.nz,"13 Totara Street","",Tokoroa,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,South Waikato District,Waikato Region,Waikato,Taupo,Te Tai Hauauru,Paraonui,Tokoroa Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99195",Tokoroa Kāhui Ako,-38.214937000,"175.854835000","40","0","0","0","5","16","20","1","2020-07-01 00:00:00.0000000","42","13","23","0","6","0"
"5195",Central Kids Kindergartens - Pūtauaki,"07 323 6015","",putauaki@centralkids.org.nz,"10 Marshall Street","",Kawerau,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Kawerau District,Bay of Plenty Region,Bay of Plenty/Waiariki,East Coast,Waiariki,Kawerau,Area Outside Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99038",Pūtauaki ki Rangitaiki Kāhui Ako,-38.088724000,"176.686904000","30","0","0","0","7","8","13","1","2020-07-01 00:00:00.0000000","29","5","21","0","1","0"
"5205",Central Kids Kindergartens - Waipāhīhī,"07 378 7993","",waipahihi@centralkids.org.nz,"21 Frederick Street","",Taupo,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Taupo District,Waikato Region,Bay of Plenty/Waiariki,Taupo,Waiariki,Richmond Heights,Taupo-Kaingaroa Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99020",Taupō Community of Schools,-38.717919000,"176.088417000","40","0","0","0","0","21","27","3","2020-07-01 00:00:00.0000000","51","39","9","0","1","1"
"5215",Paengaroa Free Kindergarten,"07 533 1538","07 533 1569",paengaroa@ikindergartens.nz,"33 Old Coach Road, RD 9","",Te Puke,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Western Bay of Plenty District,Bay of Plenty Region,Bay of Plenty/Waiariki,East Coast,Waiariki,Paengaroa,Maketu-Te Puke Ward,Peter Monteith,P O Box 951,Tauranga,Tauranga 3140,"07-578 0552","07-5776462","99086",Te Puke Community of Learning,-37.825636000,"176.414366000","43","0","0","0","0","4","15","3","2020-07-01 00:00:00.0000000","22","15","5","0","2","0"
"5462",Kidsfirst Kindergartens Wales Street,"03 322 8046","03 322 8047",questions@kidsfirst.org.nz,"134 Wales Street",Halswell,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Banks Peninsula,Te Tai Tonga,Oaklands East,Halswell Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.576283000,"172.557274000","40","0","0","0","3","21","24","3","2020-07-01 00:00:00.0000000","51","39","5","0","4","1"
"5464",Kidsfirst Kindergartens Woolley Street,"03 388 2109","",questions@kidsfirst.org.nz,"63 Woolley Street",Avondale,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Avondale,Burwood Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.505664000,"172.689999000","40","0","0","0","7","13","13","1","2020-07-01 00:00:00.0000000","34","22","7","0","2","0"
"5476",Ranui Free Kindergarten (Timaru),"03 684 4469","03 684 4466",ranui.kindergarten@sck.nz,"253 Selwyn Street","",Timaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Marchwiel,Timaru Ward,David  Hawkey ,P O Box 61,"",Timaru 7940,"03-6883098","","99174",North Timaru Community of Learning,-44.378824000,"171.229717000","37","6","0","6","6","15","14","0","2020-07-01 00:00:00.0000000","41","26","8","0","1","1"
"33020",Peachgrove Playcentre,"07 847 1739","07 847 1546",central.admin@playcentre.org.nz,"80 Peachgrove Road",Hamilton Central,Hamilton,Playcentre,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Peachgrove,East Ward,Emilee-Jean Middleton-Wood,P O Box 83,"",Rawene 0473,"07-9292123","","","",-37.783352000,"175.299602000","30","13","3","9","6","8","5","1","2020-07-01 00:00:00.0000000","32","26","5","0","0","1"
"34002","Cambridge E L Centre ""The Castle""","07 827 4727","07 827 4828",celc.kids@xtra.co.nz,"10 Fort Street","",Cambridge,Education and Care Service,Not Applicable,Community based,No,EQI 5+,Waipa District,Waikato Region,Waikato,Taupo,Hauraki-Waikato,Cambridge Central,Cambridge Ward,Lauren Burnnand,"10 Fort St","",Cambridge 3434,"07-8274727","07-8274828","","",-37.896215000,"175.472802000","75","26","1","21","25","0","0","0","2020-07-01 00:00:00.0000000","47","34","7","0","3","1"
"34016",EEW Homebased Education - West,"07 856 4649","07 855 7139",wka@kindergarten.org.nz,"291 Grey Street",Hamilton East,Hamilton,Homebased Network,Not Applicable,Community based,Yes,EQI 4,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Hamilton East,East Ward,Maree Stewart,P O Box 4311,Hamilton East,Hamilton 3247,"07-8564649","07-8568280","","",-37.794850000,"175.293533000","60","60","0","8","10","9","5","1","2020-07-01 00:00:00.0000000","33","12","10","0","9","1"
"34023",Claudelands Early Education Centre,"07 855 4837","07 855 7139","","17 O'Neill Street",Claudelands,Hamilton,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Claudelands,East Ward,Maree Stewart,P O Box 4311,Hamilton East,Hamilton 3247,"07-8564649","07-8568280","","",-37.781473000,"175.286768000","58","20","2","16","18","11","10","1","2020-07-01 00:00:00.0000000","58","31","19","0","5","2"
"34028",McKenzie Centre,"07 839 5357","07 839 2430",admin@mckenziecentre.org.nz,"30 Hammond Street",Hamilton Central,Hamilton,Education and Care Service,Early Intervention EC service,Community based,No,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Hamilton Lake,West Ward,Trisha Benge,"30 Hammond Street","",Hamilton 3204,"07-8395357","07-8392430","","",-37.799135000,"175.284559000","35","5","3","5","12","25","22","8","2020-07-01 00:00:00.0000000","75","27","27","0","17","1"
"5212",Otumoetai Free Kindergarten,"07 576 6256","07 576 6255",otumoetai@ikindergartens.nz,"24 Karaka Road",Otumoetai,Tauranga,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Otumoetai North,Otumoetai-Pyes Pa Ward,Peter Monteith,P O Box 951,Tauranga,Tauranga 3140,"07-578 0552","07-5776462","99036",Ōtūmoetai Community of Learning,-37.674450000,"176.149748000","45","0","0","0","3","16","23","1","2020-07-01 00:00:00.0000000","43","35","3","0","3","1"
"5224",Pukekura Kindergarten,"06 758 3648","06 758 3648",pukekura@kindergartentaranaki.co.nz,"34 Fillis Street","",New Plymouth,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,New Plymouth District,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Marsland Hill,New Plymouth City Ward,Dawn Osman,P O Box 655,"",New Plymouth 4340,"","","","",-39.061916000,"174.080605000","40","0","0","0","12","15","27","1","2020-07-01 00:00:00.0000000","55","33","8","0","8","6"
"5226",Ngamotu Kindergarten,"06 751 0298","06 751 0294",ngamotu@kindergartentaranaki.co.nz,"39A Marama Crescent",Spotswood,New Plymouth,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,New Plymouth District,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Moturoa,New Plymouth City Ward,Dawn Osman,P O Box 655,"",New Plymouth 4340,"","","","",-39.067269000,"174.024327000","34","0","0","0","6","10","13","2","2020-07-01 00:00:00.0000000","31","9","17","0","4","1"
"5456",Kidsfirst Kindergartens South Brighton,"03 388 7957","03 388 7957",questions@kidsfirst.org.nz,"39 Bridge Street",South New Brighton,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,South Brighton,Coastal Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.523234000,"172.733475000","40","0","0","0","8","17","18","2","2020-07-01 00:00:00.0000000","45","34","6","0","4","0"
"5196",Central Kids Kindergartens - Rāwhiti ,"07 885 1016","07 888 4231",d.clarke@centralkids.org.nz,"3 Konini Place","",Matamata,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Matamata-Piako District,Waikato Region,Waikato,Waikato,Hauraki-Waikato,Matamata North,Matamata Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99104",Matamata Community of Learning,-37.810886000,"175.784316000","40","0","0","0","7","16","18","5","2020-07-01 00:00:00.0000000","46","33","8","0","4","0"
"5198",Central Kids Kindergartens - Rotorua East,"07 345 9689","",rotoruaeast@centralkids.org.nz,"7 Alastair Avenue",Te Ngae,Rotorua,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Owhata South,Area Outside Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99017",Eastern Rotorua Kāhui Ako,-38.141814000,"176.291190000","40","0","0","0","5","17","23","5","2020-07-01 00:00:00.0000000","50","34","7","0","6","3"
"34029",Wondernauts,"07 856 3115","07 856 3115",hello@wondernauts.co.nz,Ruakura Research Centre 10  Bisley Road,Hamilton East,Hamilton,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Newstead,East Ward,Victoria Hill,Ruakura Agricultural Centre Private Bag 3123,"",Hamilton 3240,"07-8563115","","","",-37.773594000,"175.308090000","60","18","1","15","13","17","19","0","2020-07-01 00:00:00.0000000","65","42","12","0","8","2"
"34064",EEW Homebased Education - East,"07 856 4649","07 855 7139",ceo@kindergarten.org.nz,"291 Grey Street",Hamilton East,Hamilton,Homebased Network,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Hamilton East,East Ward,Maree Stewart,P O Box 4311,Hamilton East,Hamilton 3247,"07-8564649","07-8568280","","",-37.794901000,"175.293553000","60","60","6","11","12","8","5","1","2020-07-01 00:00:00.0000000","43","24","10","0","7","1"
"5457",Kidsfirst Kindergartens Sumner,"03 326 6718","03 326 6712",questions@kidsfirst.org.nz,"25 Dryden Street",Sumner,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Banks Peninsula,Te Tai Tonga,Sumner,Heathcote Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99196",Aupaki Kāhui Ako,-43.572868000,"172.761241000","30","0","0","0","11","12","19","0","2020-07-01 00:00:00.0000000","42","39","0","0","1","2"
